notes,category,amount_idr,month,is_weekend,day_of_week
makan di warteg,makanan,62000,8,False,Thursday
bayar kos bulanan,tempat_tinggal,2043000,8,False,Thursday
pesan grabfood,makanan,115000,8,False,Thursday
bayar cicilan hp,tagihan,352000,8,False,Thursday
pesan gofood malam,makanan,47000,8,False,Friday
bayar wifi rumah,tagihan,208000,8,True,Saturday
beli laptop pelajar,pendidikan,10412000,8,True,Saturday
beli saham teknologi,investasi,5389000,8,True,Saturday
makan di warung padang,makanan,182000,8,True,Saturday
makan di resto jepang,makanan,47000,8,True,Saturday
top up kartu etoll,transportasi,62000,8,True,Sunday
bayar langganan icloud,tagihan,55000,8,True,Sunday
sewa kos bulanan,tempat_tinggal,3575000,8,True,Sunday
beli es teh manis,makanan,13000,8,True,Sunday
naik grab ke kantor,transportasi,48000,8,True,Sunday
bayar uang kebersihan,tempat_tinggal,90000,8,True,Sunday
pesan martabak,makanan,108000,8,True,Sunday
beli tiket kereta,transportasi,378000,8,False,Tuesday
naik mrt jakarta,transportasi,128000,8,False,Tuesday
slip gaji diterima,gaji,5053000,8,False,Tuesday
bayar ukt semester,pendidikan,437000,8,False,Tuesday
naik bus transjakarta,transportasi,16000,8,False,Tuesday
bayar kontrakan,tempat_tinggal,3271000,8,False,Tuesday
makan di resto jepang,makanan,182000,8,False,Wednesday
uang muka sewa kos,tempat_tinggal,1134000,8,False,Wednesday
bayar les privat,pendidikan,283000,8,False,Thursday
bayar parkir kantor,transportasi,43000,8,False,Thursday
main bowling,hiburan,130000,8,False,Thursday
beli es teh manis,makanan,11000,8,False,Thursday
biaya sewa studio,tempat_tinggal,1618000,8,False,Thursday
bayar kontrakan,tempat_tinggal,4042000,8,False,Thursday
pengeluaran mendadak,lainnya,182000,8,False,Thursday
sewa kos bulanan,tempat_tinggal,984000,8,False,Thursday
bayar cicilan sewa tahunan,tempat_tinggal,2241000,9,True,Saturday
bayar wifi rumah,tagihan,261000,9,True,Sunday
thr lebaran diterima,bonus,9066000,9,True,Sunday
bayar kontrakan,tempat_tinggal,3261000,9,True,Sunday
sewa kos bulanan,tempat_tinggal,1950000,9,False,Monday
pengeluaran tak terduga,lainnya,91000,9,False,Monday
menabung untuk beli rumah,tabungan,3241000,9,False,Monday
uang sewa bulan ini,tempat_tinggal,3797000,9,False,Tuesday
bayar tagihan phone,tagihan,526000,9,False,Tuesday
bayar tol,transportasi,58000,9,False,Wednesday
naik bus transjakarta,transportasi,26000,9,False,Wednesday
bayar parkir inap,transportasi,23000,9,False,Wednesday
bayar tv kabel,tagihan,492000,9,False,Wednesday
beli alat tulis,pendidikan,82000,9,False,Thursday
makan siang bareng teman,makanan,113000,9,False,Thursday
bayar tagihan air,tagihan,165000,9,False,Friday
bayar tagihan listrik,tagihan,494000,9,False,Friday
biaya pengelolaan apartemen,tempat_tinggal,7611000,9,False,Friday
bayaran proyek data entry,freelance,436000,9,False,Friday
sewa ps sehari,hiburan,119000,9,False,Friday
beli kamus,pendidikan,340000,9,True,Saturday
thr perusahaan,bonus,9910000,9,True,Saturday
bayar ujian sertifikasi,pendidikan,225000,9,True,Saturday
pesan pizza online,makanan,116000,9,True,Saturday
beli kartu krl,transportasi,224000,9,True,Sunday
bayar les privat,pendidikan,419000,9,True,Sunday
bayar ujian sertifikasi,pendidikan,192000,9,True,Sunday
transfer ke rekening tabungan,tabungan,1683000,9,False,Monday
beli reksa dana saham,investasi,4026000,9,False,Monday
biaya keamanan komplek,tempat_tinggal,2713000,9,False,Monday
makan di mcdonald,makanan,77000,9,False,Wednesday
bayar parkir mall,transportasi,15000,9,False,Wednesday
ganti ban motor,transportasi,180000,9,False,Wednesday
bayaran proyek freelance,freelance,5114000,9,False,Thursday
bayar parkir mall,transportasi,14000,9,False,Thursday
main escape room,hiburan,53000,9,False,Thursday
belanja kebutuhan bulanan,lainnya,396000,9,False,Friday
naik travel antar kota,transportasi,157000,9,False,Friday
naik grab ke kantor,transportasi,26000,9,False,Friday
servis ac mobil,transportasi,526000,9,False,Friday
beli buku impor,pendidikan,133000,9,False,Friday
ganti ban motor,transportasi,523000,9,False,Friday
makan di kantin,makanan,53000,9,False,Friday
proyek website klien,freelance,9369000,9,True,Saturday
servis ac mobil,transportasi,866000,9,True,Saturday
biaya sewa studio,tempat_tinggal,1380000,9,True,Saturday
pesan pizza online,makanan,64000,9,True,Saturday
bayaran jasa foto produk,freelance,5766000,9,True,Saturday
biaya pengelolaan apartemen,tempat_tinggal,7537000,9,True,Sunday
perpanjang sewa kos,tempat_tinggal,1444000,9,True,Sunday
iuran kebersihan lingkungan,tempat_tinggal,62000,9,True,Sunday
beli aplikasi belajar,pendidikan,96000,9,False,Monday
langganan hbo max,hiburan,180000,9,False,Monday
iuran kebersihan lingkungan,tempat_tinggal,80000,9,False,Tuesday
thr lebaran diterima,bonus,6729000,9,False,Tuesday
makan di resto jepang,makanan,68000,9,False,Tuesday
bayar tagihan listrik,tagihan,219000,9,False,Tuesday
beli deterjen,lainnya,234000,9,False,Thursday
isi bensin motor,transportasi,91000,9,False,Thursday
makan di food court,makanan,130000,9,False,Friday
pesan gofood malam,makanan,145000,9,False,Friday
makan di kfc,makanan,51000,9,False,Friday
makan di kantin,makanan,13000,9,False,Friday
pesan nasi goreng online,makanan,29000,9,False,Friday
bayar sewa rumah,tempat_tinggal,4181000,9,False,Friday
beli bakso pinggir jalan,makanan,64000,9,True,Saturday
pesan gofood malam,makanan,62000,9,True,Saturday
bayar parkir kantor,transportasi,43000,9,True,Saturday
bayar langganan icloud,tagihan,44000,9,True,Saturday
ganti oli motor,transportasi,90000,9,True,Sunday
beli peralatan sekolah,pendidikan,102000,9,True,Sunday
beli buku referensi,pendidikan,186000,9,True,Sunday
sarapan nasi uduk,makanan,92000,9,True,Sunday
ongkos naik ojek,transportasi,165000,9,True,Sunday
keuntungan crypto harian,investasi,2264000,9,True,Sunday
beli jajanan pasar,makanan,100000,9,True,Sunday
bayar pulsa bulanan,tagihan,550000,9,True,Sunday
bayar premi asuransi,tagihan,796000,9,False,Tuesday
iuran rt bulanan,tempat_tinggal,113000,9,False,Tuesday
beli alat tulis,pendidikan,56000,9,False,Wednesday
ganti ban motor,transportasi,286000,9,False,Wednesday
sarapan di warung,makanan,146000,9,False,Wednesday
biaya pengelolaan apartemen,tempat_tinggal,3851000,9,False,Wednesday
gaji diterima bulan ini,gaji,11593000,9,False,Thursday
ganti ban motor,transportasi,337000,9,False,Thursday
bayar sewa apartemen,tempat_tinggal,4500000,9,False,Friday
konsultasi kulit,kesehatan,196000,9,False,Friday
bayar pulsa bulanan,tagihan,344000,9,False,Friday
main futsal,hiburan,134000,9,True,Saturday
bayar deposit apartemen,tempat_tinggal,6382000,9,True,Saturday
nonton konser online,hiburan,506000,9,True,Saturday
beli minuman kekinian,makanan,155000,9,True,Saturday
naik ojek online,transportasi,79000,10,True,Sunday
beli kopi pagi,makanan,66000,10,True,Sunday
bayar uang kebersihan,tempat_tinggal,39000,10,True,Sunday
keuntungan investasi saham,investasi,6280000,10,True,Sunday
beli obat di apotek,kesehatan,202000,10,False,Monday
iuran rt bulanan,tempat_tinggal,88000,10,False,Monday
makan soto ayam,makanan,108000,10,False,Monday
makan di warung padang,makanan,167000,10,False,Tuesday
beli minuman kekinian,makanan,41000,10,False,Tuesday
ongkos naik ojek,transportasi,138000,10,False,Tuesday
bayar cek mata,kesehatan,112000,10,False,Wednesday
makan di food court,makanan,80000,10,False,Wednesday
main futsal,hiburan,242000,10,False,Wednesday
setor tunai ke tabungan,tabungan,1325000,10,False,Thursday
naik angkot ke pasar,transportasi,6000,10,False,Thursday
beli keperluan dapur,lainnya,195000,10,False,Thursday
bayar cicilan hp,tagihan,605000,10,False,Thursday
beli produk rumahan,lainnya,93000,10,False,Friday
bayar cicilan sewa tahunan,tempat_tinggal,1647000,10,True,Saturday
beli perlengkapan kamar,lainnya,352000,10,True,Saturday
beli buku pelajaran,pendidikan,314000,10,True,Saturday
top up emas antam digital,investasi,1636000,10,True,Saturday
nonton bioskop bareng,hiburan,74000,10,True,Saturday
bayar asuransi jiwa,tagihan,1430000,10,True,Saturday
pesan martabak,makanan,148000,10,True,Saturday
beli gorengan sore,makanan,12000,10,True,Saturday
beli obat di apotek,kesehatan,140000,10,True,Sunday
tagihan pln bulan ini,tagihan,297000,10,True,Sunday
makan siang bareng teman,makanan,89000,10,True,Sunday
bayar ipl apartemen,tempat_tinggal,6906000,10,True,Sunday
bayar deposit apartemen,tempat_tinggal,8360000,10,True,Sunday
bayar bpjs kesehatan,tagihan,452000,10,False,Monday
pesan mie ayam,makanan,56000,10,False,Monday
ganti ban motor,transportasi,578000,10,False,Monday
ganti oli motor,transportasi,148000,10,False,Monday
top up emas antam digital,investasi,2469000,10,False,Tuesday
perpanjang kontrak rumah,tempat_tinggal,6050000,10,False,Tuesday
langganan netflix bulanan,hiburan,93000,10,False,Tuesday
bayar tagihan air,tagihan,107000,10,False,Tuesday
bayar ujian sertifikasi,pendidikan,232000,10,False,Tuesday
bayar pulsa bulanan,tagihan,153000,10,False,Tuesday
beli deterjen,lainnya,222000,10,False,Thursday
karaoke bareng teman,hiburan,418000,10,False,Thursday
beli kamus,pendidikan,145000,10,False,Thursday
bayar mcu tahunan,kesehatan,388000,10,False,Thursday
beli tiket bus,transportasi,23000,10,False,Friday
bayar les matematika,pendidikan,318000,10,False,Friday
beli roti pagi,makanan,15000,10,False,Friday
bayar pulsa bulanan,tagihan,180000,10,False,Friday
bonus ekstra dari kantor,bonus,3154000,10,False,Friday
beli vitamin dan suplemen,kesehatan,127000,10,True,Saturday
bayar premium spotify,tagihan,126000,10,True,Saturday
liburan akhir pekan,hiburan,1659000,10,True,Saturday
beli es teh manis,makanan,22000,10,True,Saturday
naik grab ke kantor,transportasi,40000,10,True,Saturday
sarapan di warung,makanan,94000,10,True,Saturday
naik taksi online,transportasi,182000,10,True,Sunday
beli snack kantor,makanan,36000,10,False,Monday
makan di food court,makanan,137000,10,False,Monday
makan di warung padang,makanan,81000,10,False,Monday
pesan grabfood,makanan,146000,10,False,Tuesday
naik ojek online,transportasi,141000,10,False,Tuesday
bayar ipl apartemen,tempat_tinggal,5944000,10,False,Tuesday
makan bareng keluarga,makanan,159000,10,False,Tuesday
beli aksesoris rumah,lainnya,197000,10,False,Tuesday
bayar tagihan gas,tagihan,87000,10,False,Wednesday
nonton di bioskop xxi,hiburan,81000,10,False,Wednesday
bayar rawat jalan,kesehatan,603000,10,False,Wednesday
bayar kontrakan,tempat_tinggal,1705000,10,False,Wednesday
dividen saham masuk,investasi,10450000,10,False,Wednesday
naik mrt jakarta,transportasi,173000,10,False,Wednesday
pesan shopeefood siang,makanan,157000,10,False,Thursday
pendapatan proyek konten,freelance,1079000,10,False,Thursday
bayar bpjs kesehatan,tagihan,405000,10,False,Thursday
bayar tv kabel,tagihan,189000,10,False,Thursday
bayar kos minggu pertama,tempat_tinggal,1187000,10,False,Thursday
bayar kos minggu pertama,tempat_tinggal,1486000,10,False,Thursday
makan bareng keluarga,makanan,314000,10,False,Friday
naik taksi online,transportasi,115000,10,False,Friday
makan malam di restoran,makanan,211000,10,True,Saturday
tagihan provider bulan ini,tagihan,184000,10,True,Saturday
beli gorengan sore,makanan,16000,10,True,Saturday
top up kartu etoll,transportasi,27000,10,True,Saturday
pesan mie ayam,makanan,135000,10,True,Saturday
bayar tagihan gas,tagihan,192000,10,True,Sunday
naik bus transjakarta,transportasi,15000,10,True,Sunday
beli roti pagi,makanan,25000,10,True,Sunday
bayar kartu kredit,tagihan,329000,10,True,Sunday
naik krl commuter line,transportasi,113000,10,False,Monday
bayar kontrakan,tempat_tinggal,2571000,10,False,Monday
streaming disney,hiburan,61000,10,False,Monday
beli minuman kekinian,makanan,157000,10,False,Monday
pesan gofood malam,makanan,88000,10,False,Monday
pesan mie ayam,makanan,136000,10,False,Monday
makan bareng keluarga,makanan,208000,10,False,Monday
naik mrt jakarta,transportasi,74000,10,False,Tuesday
belanja kebutuhan dapur,lainnya,271000,10,False,Wednesday
bayar cicilan sewa tahunan,tempat_tinggal,2000000,10,False,Wednesday
bayar les matematika,pendidikan,282000,10,False,Thursday
pembayaran gaji karyawan,gaji,12182000,10,False,Thursday
thr perusahaan,bonus,9776000,10,False,Thursday
menabung rutin bulanan,tabungan,1556000,10,False,Thursday
bayar kursus desain,pendidikan,1063000,10,False,Thursday
perpanjang sewa kos,tempat_tinggal,2068000,10,False,Thursday
biaya pengelolaan apartemen,tempat_tinggal,7748000,10,False,Friday
beli nasi padang,makanan,58000,10,False,Friday
perpanjang paket internet,tagihan,270000,10,True,Saturday
main futsal,hiburan,242000,10,True,Saturday
makan di food court,makanan,123000,10,True,Saturday
main game online,hiburan,75000,10,True,Saturday
beli roti pagi,makanan,23000,10,True,Saturday
main game online,hiburan,54000,10,True,Sunday
naik mrt jakarta,transportasi,115000,10,True,Sunday
iuran kebersihan lingkungan,tempat_tinggal,110000,10,True,Sunday
isi bensin motor,transportasi,132000,10,True,Sunday
bayar sewa apartemen,tempat_tinggal,3742000,10,True,Sunday
beli bubur pagi,makanan,40000,10,True,Sunday
bayar tagihan air,tagihan,53000,10,True,Sunday
jasa pembuatan aplikasi,freelance,4178000,10,True,Sunday
bayar ipl apartemen,tempat_tinggal,7680000,10,False,Monday
beli kartu krl,transportasi,87000,10,False,Monday
beli kopi pagi,makanan,39000,10,False,Monday
nonton pertandingan bola,hiburan,407000,10,False,Tuesday
naik angkot ke pasar,transportasi,12000,10,False,Tuesday
perpanjang sewa kos,tempat_tinggal,1744000,10,False,Tuesday
makan di warteg,makanan,95000,11,False,Wednesday
beli nasi padang,makanan,105000,11,False,Wednesday
beli ori pemerintah,investasi,2937000,11,False,Thursday
makan soto ayam,makanan,114000,11,False,Thursday
tambahan penghasilan bonus,bonus,2480000,11,False,Thursday
pesan burger online,makanan,76000,11,False,Thursday
bonus kinerja triwulan,gaji,9365000,11,False,Friday
liburan akhir pekan,hiburan,876000,11,False,Friday
beli kopi pagi,makanan,30000,11,False,Friday
naik ojek online,transportasi,69000,11,False,Friday
makan malam di restoran,makanan,168000,11,True,Saturday
pesan gofood malam,makanan,91000,11,True,Saturday
bayar tagihan gas,tagihan,166000,11,True,Sunday
beli deterjen,lainnya,148000,11,True,Sunday
pesan pizza online,makanan,142000,11,True,Sunday
makan di mcdonald,makanan,107000,11,True,Sunday
beli es teh manis,makanan,16000,11,False,Monday
perpanjang kontrak rumah,tempat_tinggal,2441000,11,False,Monday
isi bensin motor,transportasi,204000,11,False,Monday
isi saldo emoney,transportasi,130000,11,False,Monday
transfer salary bulan ini,gaji,12052000,11,False,Monday
bayar langganan icloud,tagihan,16000,11,False,Monday
beli bakso pinggir jalan,makanan,87000,11,False,Monday
iuran rt bulanan,tempat_tinggal,198000,11,False,Tuesday
uang muka sewa kos,tempat_tinggal,1357000,11,False,Tuesday
biaya pengelolaan apartemen,tempat_tinggal,5344000,11,False,Wednesday
perpanjang sewa kos,tempat_tinggal,2490000,11,False,Wednesday
bayar kartu kredit,tagihan,326000,11,False,Wednesday
gaji plus tunjangan,gaji,24417000,11,False,Wednesday
makan berdua di cafe,makanan,49000,11,False,Thursday
konsultasi ke dokter umum,kesehatan,405000,11,False,Thursday
bayar workshop desain,pendidikan,364000,11,False,Thursday
makan di food court,makanan,111000,11,False,Friday
pendapatan nulis artikel,freelance,5838000,11,False,Friday
beli keperluan dapur,lainnya,279000,11,True,Saturday
sarapan nasi uduk,makanan,122000,11,True,Saturday
simpan untuk keperluan mendesak,tabungan,1058000,11,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,5956000,11,True,Sunday
bayar tol,transportasi,50000,11,True,Sunday
beli tiket konser,hiburan,646000,11,False,Monday
investasi pp lending,investasi,2744000,11,False,Monday
return reksa dana obligasi,investasi,2641000,11,False,Monday
liburan akhir pekan,hiburan,1506000,11,False,Monday
sewa kos bulanan,tempat_tinggal,1516000,11,False,Monday
bayar cicilan hp,tagihan,184000,11,False,Monday
transfer salary bulan ini,gaji,10267000,11,False,Tuesday
bayar imunisasi,kesehatan,319000,11,False,Tuesday
ganti oli motor,transportasi,264000,11,False,Tuesday
pesan martabak,makanan,116000,11,False,Wednesday
nonton bioskop bareng,hiburan,74000,11,False,Thursday
bonus tahunan masuk,bonus,13200000,11,False,Thursday
beli gorengan sore,makanan,11000,11,False,Thursday
menabung untuk beli rumah,tabungan,3206000,11,False,Thursday
thr perusahaan,bonus,9239000,11,False,Thursday
servis ac mobil,transportasi,711000,11,False,Thursday
bayar bpjs ketenagakerjaan,tagihan,466000,11,False,Friday
nonton pertandingan bola,hiburan,468000,11,False,Friday
ganti ban motor,transportasi,554000,11,False,Friday
tagihan pln bulan ini,tagihan,407000,11,True,Saturday
pesan nasi goreng online,makanan,33000,11,True,Saturday
bayar ujian sertifikasi,pendidikan,241000,11,True,Saturday
biaya pengelolaan apartemen,tempat_tinggal,6283000,11,True,Saturday
beli nasi padang,makanan,119000,11,True,Saturday
biaya keamanan komplek,tempat_tinggal,2294000,11,True,Sunday
main biliar,hiburan,306000,11,True,Sunday
bayar rawat jalan,kesehatan,1495000,11,True,Sunday
beli nasi padang,makanan,69000,11,False,Monday
perpanjang sewa kos,tempat_tinggal,1299000,11,False,Monday
sarapan di warung,makanan,94000,11,False,Monday
makan di kfc,makanan,82000,11,False,Monday
langganan youtube premium,hiburan,140000,11,False,Monday
insentif penjualan,bonus,5195000,11,False,Monday
biaya sewa studio,tempat_tinggal,1864000,11,False,Monday
bayar cicilan sewa tahunan,tempat_tinggal,3218000,11,False,Monday
naik gojek pulang,transportasi,16000,11,False,Tuesday
iuran kebersihan lingkungan,tempat_tinggal,55000,11,False,Tuesday
beli buku referensi,pendidikan,194000,11,False,Tuesday
langganan hbo max,hiburan,73000,11,False,Tuesday
belanja bulanan,lainnya,264000,11,False,Wednesday
perpanjang sewa kos,tempat_tinggal,1859000,11,False,Wednesday
bayar uang kebersihan,tempat_tinggal,110000,11,False,Wednesday
bayar kursus online,pendidikan,1815000,11,False,Wednesday
top up kartu etoll,transportasi,50000,11,False,Thursday
menabung untuk liburan,tabungan,633000,11,False,Thursday
biaya sewa studio,tempat_tinggal,2342000,11,False,Thursday
beli hadiah teman,lainnya,314000,11,False,Thursday
beli gorengan sore,makanan,5000,11,False,Thursday
beli bakso pinggir jalan,makanan,42000,11,False,Thursday
bonus proyek selesai,bonus,2241000,11,False,Thursday
bayar cicilan sewa tahunan,tempat_tinggal,4333000,11,False,Friday
